max_latency,min_latency,mean_latency,max_errorCount,min_errorCount,mean_errorCount,thoughput
5.360227175988257,2.582992071984336,3.5199584256624803,2,1,1.34,0.2873056950180969
5.4662078090477735,2.6094085450749844,4.551136801398824,2,1,1.72,0.41849101060652627
13.946983605157584,2.591184328077361,3.8268944537763794,5,1,1.4066666666666667,0.6771053182759861
19.45802309596911,2.598097943002358,4.521266184399137,7,1,1.6600000000000001,0.6740794553555791
24.88913213694468,2.591160476207733,5.665514051332138,9,1,2.02,0.6794161020228673
